"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Pseudomonas_aeruginosa_strain1","Pseudomonas_aeruginosa_strain2"
"hemL_1","","Glutamate-1-semialdehyde 2,1-aminomutase","2","2","1","1","2575","","","","1283","1283","1283","HCGKCINC_04107","PIELJBDO_01000"
"spuE_3","","Spermidine-binding periplasmic protein SpuE","2","2","1","1","4991","","","","1091","1091","1091","HCGKCINC_02793","PIELJBDO_02369"
"group_5296","","hypothetical protein","2","2","1","1","813","","","","800","800","800","HCGKCINC_05264","PIELJBDO_05489"
"lysN","","2-aminoadipate transaminase","2","2","1","1","6102","","","","1166","1166","1166","HCGKCINC_01700","PIELJBDO_03501"
"murJ_1","","lipid II flippase MurJ","2","2","1","1","5489","","","","1409","1409","1409","HCGKCINC_02313","PIELJBDO_02894"
"group_5299","","hypothetical protein","2","2","1","1","5903","","","","2288","2288","2288","HCGKCINC_01903","PIELJBDO_03293"
"group_53","","hypothetical protein","2","2","1","1","2112","","","","416","416","416","HCGKCINC_00444","PIELJBDO_00458"
"metC","","Cystathionine beta-lyase","2","2","1","1","2079","","","","1184","1184","1184","HCGKCINC_00411","PIELJBDO_00425"
"group_5301","","hypothetical protein","2","2","1","1","2379","","","","395","395","395","HCGKCINC_03913","PIELJBDO_01201"
"aaeA_4","","p-hydroxybenzoic acid efflux pump subunit AaeA","2","2","1","1","3356","","","","908","908","908","HCGKCINC_01269","PIELJBDO_03922"
"rutR_4","","HTH-type transcriptional regulator RutR","2","2","1","1","5883","","","","650","650","650","HCGKCINC_01922","PIELJBDO_03274"
"argT_2","","Lysine/arginine/ornithine-binding periplasmic protein","2","2","1","1","2458","","","","791","791","791","HCGKCINC_03991","PIELJBDO_01121"
"cydA","","Cytochrome bd-I ubiquinol oxidase subunit 1","2","2","1","1","2526","","","","1466","1466","1466","HCGKCINC_04059","PIELJBDO_01049"
"group_5306","","hypothetical protein","2","2","1","1","349","","","","959","959","959","HCGKCINC_05732","PIELJBDO_05958"
"rcsC_11","","Sensor histidine kinase RcsC","2","2","1","1","3369","","","","2576","2576","2576","HCGKCINC_01282","PIELJBDO_03910"
"group_5308","","hypothetical protein","2","2","1","1","4329","","","","875","875","875","HCGKCINC_03442","PIELJBDO_01691"
"astE","","Succinylglutamate desuccinylase","2","2","1","1","1551","","","","998","998","998","HCGKCINC_00929","PIELJBDO_04279"
"group_5310","","hypothetical protein","2","2","1","1","1048","","","","1079","1079","1079","HCGKCINC_05030","PIELJBDO_05253"
"rcsC_3","","Sensor histidine kinase RcsC","2","2","1","1","3960","","","","2309","2309","2309","HCGKCINC_03828","PIELJBDO_01319"
"group_5312","","Extracellular serine protease","2","2","1","1","4129","","","","2987","2987","2987","HCGKCINC_03658","PIELJBDO_01490"
"group_5313","","hypothetical protein","2","2","1","1","2994","","","","812","812","812","HCGKCINC_00847","PIELJBDO_04367"
"phzA2","","Phenazine biosynthesis protein PhzA2","2","2","1","1","5845","","","","488","488","488","HCGKCINC_01959","PIELJBDO_03237"
"hdfR_4","","HTH-type transcriptional regulator HdfR","2","2","1","1","5620","","","","1046","1046","1046","HCGKCINC_02180","PIELJBDO_03027"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV","2","2","1","1","2000","","","","788","788","788","HCGKCINC_00332","PIELJBDO_00345"
"cpo","","Non-heme chloroperoxidase","2","2","1","1","4985","","","","830","830","830","HCGKCINC_02799","PIELJBDO_02363"
"group_5318","","hypothetical protein","2","2","1","1","4997","","","","1181","1181","1181","HCGKCINC_02787","PIELJBDO_02375"
"group_5319","","hypothetical protein","2","2","1","1","5233","","","","515","515","515","HCGKCINC_02567","PIELJBDO_02640"
"hemC","","Porphobilinogen deaminase","2","2","1","1","639","","","","941","941","941","HCGKCINC_05440","PIELJBDO_05666"
"group_5321","","hypothetical protein","2","2","1","1","6060","","","","398","398","398","HCGKCINC_01742","PIELJBDO_03455"
"group_5322","","hypothetical protein","2","2","1","1","1492","","","","623","623","623","HCGKCINC_00870","PIELJBDO_04338"
"mgtB","","Magnesium-transporting ATPase, P-type 1","2","2","1","1","1085","","","","2711","2711","2711","HCGKCINC_04994","PIELJBDO_05216"
"dsbD_1","","Thiol:disulfide interchange protein DsbD","2","2","1","1","5251","","","","1763","1769","1766","HCGKCINC_02549","PIELJBDO_02658"
"group_5325","","hypothetical protein","2","2","1","1","3008","","","","395","395","395","HCGKCINC_00833","PIELJBDO_04380"
"mobA","","Molybdenum cofactor guanylyltransferase","2","2","1","1","4641","","","","596","596","596","HCGKCINC_03136","PIELJBDO_02015"
"gmhB","","D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","2","2","1","1","1659","","","","536","536","536","HCGKCINC_00006","PIELJBDO_00006"
"dppA_1","","Periplasmic dipeptide transport protein","2","2","1","1","54","","","","1613","1613","1613","HCGKCINC_04642","PIELJBDO_04756"
"uao","","Uric acid degradation bifunctional protein","2","2","1","1","3647","","","","515","515","515","HCGKCINC_01558","PIELJBDO_03642"
"pdhB","","Pyruvate dehydrogenase E1 component subunit beta","2","2","1","1","4232","","","","1001","1001","1001","HCGKCINC_03538","PIELJBDO_01591"
"comEC","","ComE operon protein 3","2","2","1","1","4687","","","","2225","2225","2225","HCGKCINC_03089","PIELJBDO_02062"
"group_5332","","hypothetical protein","2","2","1","1","1775","","","","578","578","578","HCGKCINC_00117","PIELJBDO_00115"
"nicP_9","","Porin-like protein NicP","2","2","1","1","2737","","","","1256","1256","1256","HCGKCINC_04269","PIELJBDO_00844"
"ygfZ","","tRNA-modifying protein YgfZ","2","2","1","1","3058","","","","944","944","944","HCGKCINC_00784","PIELJBDO_04430"
"yejE_1","","Inner membrane ABC transporter permease protein YejE","2","2","1","1","5943","","","","1019","1019","1019","HCGKCINC_01863","PIELJBDO_03333"
"ftsY","","Signal recognition particle receptor FtsY","2","2","1","1","2051","","","","1355","1367","1361","HCGKCINC_00383","PIELJBDO_00397"
"group_5337","","hypothetical protein","2","2","1","1","5745","","","","356","356","356","HCGKCINC_02058","PIELJBDO_03141"
"group_5338","","hypothetical protein","2","2","1","1","6118","","","","605","605","605","HCGKCINC_01684","PIELJBDO_03517"
"aroE_1","","Shikimate dehydrogenase (NADP(+))","2","2","1","1","1678","","","","824","824","824","HCGKCINC_00025","PIELJBDO_00025"
"ispH","","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","2","2","1","1","1362","","","","944","944","944","HCGKCINC_04707","PIELJBDO_04928"
"jefA","","Drug efflux pump JefA","2","2","1","1","3388","","","","1442","1442","1442","HCGKCINC_01301","PIELJBDO_03891"
"acoC","","Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system","2","2","1","1","2752","","","","1112","1112","1112","HCGKCINC_04284","PIELJBDO_00829"
"group_5343","","hypothetical protein","2","2","1","1","4177","","","","458","458","458","HCGKCINC_03593","PIELJBDO_01537"
"nosY","","putative ABC transporter permease protein NosY","2","2","1","1","4255","","","","827","827","827","HCGKCINC_03515","PIELJBDO_01614"
"group_5345","","hypothetical protein","2","2","1","1","921","","","","1091","1091","1091","HCGKCINC_05158","PIELJBDO_05382"
"group_5346","","hypothetical protein","2","2","1","1","5599","","","","1364","1364","1364","HCGKCINC_02201","PIELJBDO_03006"
"rfaG","","Lipopolysaccharide core biosynthesis protein RfaG","2","2","1","1","895","","","","1121","1121","1121","HCGKCINC_05183","PIELJBDO_05407"
"group_5348","nfdA_1","N-substituted formamide deformylase","2","2","1","1","5280","","","","1742","1742","1742","HCGKCINC_02521","PIELJBDO_02685"
"sfnC_1","","putative FMNH2-dependent monooxygenase SfnC","2","2","1","1","5405","","","","1259","1259","1259","HCGKCINC_02398","PIELJBDO_02812"
"dusB","","tRNA-dihydrouridine synthase B","2","2","1","1","1056","","","","998","998","998","HCGKCINC_05022","PIELJBDO_05245"
"glmU","","Bifunctional protein GlmU","2","2","1","1","342","","","","1364","1364","1364","HCGKCINC_05739","PIELJBDO_05965"
"xthA_2","","Exodeoxyribonuclease III","2","2","1","1","2778","","","","800","800","800","HCGKCINC_04304","PIELJBDO_00803"
"spuC_1","","Putrescine--pyruvate aminotransferase","2","2","1","1","1885","","","","1382","1382","1382","HCGKCINC_00227","PIELJBDO_00218"
"narG","","Respiratory nitrate reductase 1 alpha chain","2","2","1","1","2469","","","","3785","3785","3785","HCGKCINC_04001","PIELJBDO_01110"
"group_5355","","IS66 family transposase ISPpu30","2","2","1","1","4366","","","","470","470","470","HCGKCINC_03405","PIELJBDO_01728"
"group_5356","","hypothetical protein","2","2","1","1","1839","","","","2039","2039","2039","HCGKCINC_00181","PIELJBDO_00180"
"yciK","","putative oxidoreductase YciK","2","2","1","1","4490","","","","740","740","740","HCGKCINC_03284","PIELJBDO_01871"
"group_5358","","hypothetical protein","2","2","1","1","3973","","","","404","404","404","HCGKCINC_03815","PIELJBDO_01332"
"group_5359","yhaJ_3","HTH-type transcriptional regulator YhaJ","2","2","1","1","4931","","","","887","887","887","HCGKCINC_02851","PIELJBDO_02309"
"group_5360","","hypothetical protein","2","2","1","1","3938","","","","692","692","692","HCGKCINC_03850","PIELJBDO_01297"
"fepG","","Ferric enterobactin transport system permease protein FepG","2","2","1","1","2761","","","","1031","1031","1031","HCGKCINC_04293","PIELJBDO_00820"
"catD_3","","3-oxoadipate enol-lactonase 2","2","2","1","1","4431","","","","827","827","827","HCGKCINC_03338","PIELJBDO_01811"
"btuF_2","","Vitamin B12-binding protein","2","2","1","1","4762","","","","971","971","971","HCGKCINC_03016","PIELJBDO_02136"
"group_5364","","hypothetical protein","2","2","1","1","2035","","","","578","578","578","HCGKCINC_00367","PIELJBDO_00380"
"xcpT_2","","Type II secretion system protein G","2","2","1","1","5028","","","","434","434","434","HCGKCINC_02756","PIELJBDO_02406"
"rhtC_3","","Threonine efflux protein","2","2","1","1","4745","","","","614","614","614","HCGKCINC_03032","PIELJBDO_02120"
"ilvG","","Acetolactate synthase isozyme 2 large subunit","2","2","1","1","5704","","","","1658","1658","1658","HCGKCINC_02099","PIELJBDO_03101"
"group_5368","","putative signaling protein","2","2","1","1","4341","","","","2180","2180","2180","HCGKCINC_03430","PIELJBDO_01703"
"slt","","Soluble lytic murein transglycosylase","2","2","1","1","4650","","","","1928","1928","1928","HCGKCINC_03126","PIELJBDO_02025"
"sctC_2","","Type 3 secretion system secretin","2","2","1","1","6039","","","","1802","1802","1802","HCGKCINC_01763","PIELJBDO_03434"
"mmgC_2","","Acyl-CoA dehydrogenase","2","2","1","1","5174","","","","1127","1127","1127","HCGKCINC_02625","PIELJBDO_02581"
"pxpC_2","","5-oxoprolinase subunit C","2","2","1","1","5625","","","","941","941","941","HCGKCINC_02175","PIELJBDO_03032"
"group_5373","","hypothetical protein","2","2","1","1","1327","","","","1481","1481","1481","HCGKCINC_04743","PIELJBDO_04964"
"group_5374","","putative protein","2","2","1","1","4227","","","","1370","1370","1370","HCGKCINC_03543","PIELJBDO_01586"
"group_5375","","hypothetical protein","2","2","1","1","377","","","","584","584","584","HCGKCINC_05704","PIELJBDO_05930"
"dmlR_23","","HTH-type transcriptional regulator DmlR","2","2","1","1","5781","","","","935","935","935","HCGKCINC_02023","PIELJBDO_03176"
"exaA","","Quinoprotein alcohol dehydrogenase (cytochrome c)","2","2","1","1","5758","","","","1871","1871","1871","HCGKCINC_02045","PIELJBDO_03154"
"cmtAb","","p-cumate 2,3-dioxygenase system, large oxygenase component","2","2","1","1","5653","","","","1274","1274","1274","HCGKCINC_02148","PIELJBDO_03053"
"algX","","Alginate biosynthesis protein AlgX","2","2","1","1","4118","","","","1424","1424","1424","HCGKCINC_03669","PIELJBDO_01479"
"group_5380","glpD_2","Aerobic glycerol-3-phosphate dehydrogenase","2","2","1","1","4645","","","","1580","1580","1580","HCGKCINC_03131","PIELJBDO_02020"
"pxpA","","5-oxoprolinase subunit A","2","2","1","1","2170","","","","758","758","758","HCGKCINC_00504","PIELJBDO_00516"
"hutG","","Formimidoylglutamase","2","2","1","1","4488","","","","935","935","935","HCGKCINC_03286","PIELJBDO_01869"
"group_5383","","Putative 3-methyladenine DNA glycosylase","2","2","1","1","2607","","","","719","719","719","HCGKCINC_04139","PIELJBDO_00969"
"impA","","Immunomodulating metalloprotease","2","2","1","1","2252","","","","2726","2726","2726","HCGKCINC_00585","PIELJBDO_00595"
"group_5385","","hypothetical protein","2","2","1","1","903","","","","1418","1418","1418","HCGKCINC_05175","PIELJBDO_05399"
"group_5386","","NAD(P)H dehydrogenase (quinone)","2","2","1","1","1601","","","","596","596","596","HCGKCINC_00982","PIELJBDO_04226"
"group_5387","","hypothetical protein","2","2","1","1","4419","","","","1361","1361","1361","HCGKCINC_03350","PIELJBDO_01799"
"group_5388","","hypothetical protein","2","2","1","1","3254","","","","977","977","977","HCGKCINC_01170","PIELJBDO_04039"
"mdtD","","Putative multidrug resistance protein MdtD","2","2","1","1","1910","","","","1505","1505","1505","HCGKCINC_00252","PIELJBDO_00243"
"recB","","RecBCD enzyme subunit RecB","2","2","1","1","270","","","","3737","3737","3737","HCGKCINC_04425","PIELJBDO_04540"
"alkB1","","Alkane 1-monooxygenase 1","2","2","1","1","5132","","","","1148","1148","1148","HCGKCINC_02651","PIELJBDO_02513"
"group_5392","","hypothetical protein","2","2","1","1","3212","","","","5084","5084","5084","HCGKCINC_01128","PIELJBDO_04080"
"araG","","Arabinose import ATP-binding protein AraG","2","2","1","1","5795","","","","1532","1532","1532","HCGKCINC_02009","PIELJBDO_03190"
"yfgD","","putative protein YfgD","2","2","1","1","1602","","","","353","353","353","HCGKCINC_00983","PIELJBDO_04225"
"serC","","Phosphoserine aminotransferase","2","2","1","1","4496","","","","1085","1085","1085","HCGKCINC_03278","PIELJBDO_01877"
"bphD","","2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase","2","2","1","1","2986","","","","941","941","941","HCGKCINC_00856","PIELJBDO_04352"
"group_5397","","Glucosaminate ammonia-lyase","2","2","1","1","5088","","","","950","950","950","HCGKCINC_02696","PIELJBDO_02466"
"paoC","","Aldehyde oxidoreductase molybdenum-binding subunit PaoC","2","2","1","1","5807","","","","2204","2204","2204","HCGKCINC_01995","PIELJBDO_03201"
"group_5399","","hypothetical protein","2","2","1","1","5308","","","","920","920","920","HCGKCINC_02493","PIELJBDO_02719"
"fhuA_1","","Ferrichrome outer membrane transporter/phage receptor","2","2","1","1","2148","","","","2393","2408","2400","HCGKCINC_00482","PIELJBDO_00494"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","2","2","1","1","330","","","","644","644","644","HCGKCINC_05751","PIELJBDO_05977"
"ydgI","","Putative arginine/ornithine antiporter","2","2","1","1","3317","","","","1418","1418","1418","HCGKCINC_01232","PIELJBDO_03962"
"nrdZ","","Vitamin B12-dependent ribonucleoside-diphosphate reductase","2","2","1","1","397","","","","2204","2204","2204","HCGKCINC_05684","PIELJBDO_05910"
"preA","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA","2","2","1","1","2118","","","","1274","1274","1274","HCGKCINC_00450","PIELJBDO_00464"
"bcpA","","Carboxyvinyl-carboxyphosphonate phosphorylmutase","2","2","1","1","3982","","","","824","824","824","HCGKCINC_03806","PIELJBDO_01341"
"yscU","","Yop proteins translocation protein U","2","2","1","1","6065","","","","1049","1049","1049","HCGKCINC_01737","PIELJBDO_03460"
"ilvA_1","","L-threonine dehydratase biosynthetic IlvA","2","2","1","1","2007","","","","1514","1514","1514","HCGKCINC_00339","PIELJBDO_00352"
"mrpA","","Na(+)/H(+) antiporter subunit A","2","2","1","1","3175","","","","2801","2801","2801","HCGKCINC_01091","PIELJBDO_04117"
"narX","","Nitrate/nitrite sensor protein NarX","2","2","1","1","2471","","","","1868","1868","1868","HCGKCINC_04004","PIELJBDO_01107"
"creD","","Inner membrane protein CreD","2","2","1","1","2142","","","","1358","1358","1358","HCGKCINC_00476","PIELJBDO_00488"
"stp","","Multidrug resistance protein Stp","2","2","1","1","3442","","","","1541","1541","1541","HCGKCINC_01356","PIELJBDO_03836"
"bioH","","Pimeloyl-[acyl-carrier protein] methyl ester esterase","2","2","1","1","2181","","","","722","722","722","HCGKCINC_00514","PIELJBDO_00524"
"estB_2","","Carboxylesterase 2","2","2","1","1","2452","","","","647","647","647","HCGKCINC_03985","PIELJBDO_01127"
"group_5413","","hypothetical protein","2","2","1","1","566","","","","617","617","617","HCGKCINC_05510","PIELJBDO_05736"
"group_5414","","hypothetical protein","2","2","1","1","5125","","","","1040","1040","1040","HCGKCINC_02658","PIELJBDO_02506"
"group_5415","","hypothetical protein","2","2","1","1","3709","","","","341","341","341","HCGKCINC_01621","PIELJBDO_03580"
"tsaB","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaB","2","2","1","1","3979","","","","680","680","680","HCGKCINC_03809","PIELJBDO_01338"
"lacF","","Lactose transport system permease protein LacF","2","2","1","1","5390","","","","932","932","932","HCGKCINC_02413","PIELJBDO_02801"
"yccS","","Inner membrane protein YccS","2","2","1","1","2131","","","","2201","2201","2201","HCGKCINC_00464","PIELJBDO_00477"
"glyA_2","","Serine hydroxymethyltransferase","2","2","1","1","1316","","","","1253","1253","1253","HCGKCINC_04754","PIELJBDO_04975"
