"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Klebsiella_pneumoniae_strain1","Klebsiella_pneumoniae_strain2"
"group_1737","","hypothetical protein","1","1","1","78","27","307","7","","2924","2924","2924","","MDIKJABB_04962"
"group_1738","","hypothetical protein","1","1","1","78","6","307","6","","101","101","101","","MDIKJABB_04963"
"group_1739","","hypothetical protein","1","1","1","78","5","307","5","","1250","1250","1250","","MDIKJABB_04964"
"group_1740","","hypothetical protein","1","1","1","78","4","307","4","","215","215","215","","MDIKJABB_04965"
"rrrD_2","","Lysozyme RrrD","1","1","1","78","3","307","3","","539","539","539","","MDIKJABB_04966"
"group_1742","","hypothetical protein","1","1","1","78","2","307","2","","530","530","530","","MDIKJABB_04967"
"group_1743","","hypothetical protein","1","1","1","78","1","307","1","","152","152","152","","MDIKJABB_04968"
"cycB_2","","Cyclodextrin-binding protein","1","1","1","91","43","285","9","","1229","1229","1229","","MDIKJABB_04969"
"group_1745","","hypothetical protein","1","1","1","91","44","285","10","","1283","1283","1283","","MDIKJABB_04970"
"malG_3","","Maltose/maltodextrin transport system permease protein MalG","1","1","1","91","45","285","11","","833","833","833","","MDIKJABB_04971"
"nplT","","Neopullulanase","1","1","1","91","46","285","8","","1796","1796","1796","","MDIKJABB_04972"
"nagK_2","","N-acetyl-D-glucosamine kinase","1","1","1","91","47","285","7","","905","905","905","","MDIKJABB_04973"
"group_1749","","hypothetical protein","1","1","1","91","48","285","6","","806","806","806","","MDIKJABB_04974"
"group_1750","","hypothetical protein","1","1","1","91","49","285","5","","554","554","554","","MDIKJABB_04975"
"group_1751","","hypothetical protein","1","1","1","91","50","285","4","","1100","1100","1100","","MDIKJABB_04976"
"group_1752","","hypothetical protein","1","1","1","91","51","285","3","","107","107","107","","MDIKJABB_04977"
"group_1753","","IS3 family transposase ISEc25","1","1","1","91","52","285","2","","353","353","353","","MDIKJABB_04978"
"group_1754","","IS3 family transposase IS629","1","1","1","91","53","285","1","","620","620","620","","MDIKJABB_04979"
"group_1755","","hypothetical protein","1","1","1","91","55","159","1","","1850","1850","1850","","MDIKJABB_04981"
"group_1756","","hypothetical protein","1","1","1","91","56","159","2","","188","188","188","","MDIKJABB_04982"
"group_1757","","hypothetical protein","1","1","1","91","13","283","2","","200","200","200","","MDIKJABB_04985"
"group_1758","","hypothetical protein","1","1","1","91","12","283","3","","476","476","476","","MDIKJABB_04986"
"group_1759","","hypothetical protein","1","1","1","91","11","283","4","","410","410","410","","MDIKJABB_04987"
"group_1760","","hypothetical protein","1","1","1","91","10","283","5","","119","119","119","","MDIKJABB_04988"
"group_1761","","hypothetical protein","1","1","1","91","9","283","6","","827","827","827","","MDIKJABB_04989"
"group_1762","","hypothetical protein","1","1","1","91","8","283","7","","689","689","689","","MDIKJABB_04990"
"group_1763","xerC_7","Tyrosine recombinase XerC","1","1","1","91","7","283","8","","560","560","560","","MDIKJABB_04991"
"group_1764","","hypothetical protein","1","1","1","91","6","283","9","","209","209","209","","MDIKJABB_04992"
"group_1765","","hypothetical protein","1","1","1","91","5","283","10","","161","161","161","","MDIKJABB_04993"
"group_1766","","hypothetical protein","1","1","1","91","4","283","11","","275","275","275","","MDIKJABB_04994"
"group_1767","","hypothetical protein","1","1","1","91","3","283","1","","326","326","326","","MDIKJABB_04995"
"group_1768","","hypothetical protein","1","1","1","95","1472","","","","1136","1136","1136","","MDIKJABB_05012"
"group_1769","cusF_2","Cation efflux system protein CusF","1","1","1","79","14","16","1","","344","344","344","","MDIKJABB_05056"
"group_1770","","hypothetical protein","1","1","1","77","11","305","1","","440","440","440","","MDIKJABB_05090"
"group_1771","","hypothetical protein","1","1","1","77","12","305","2","","1028","1028","1028","","MDIKJABB_05091"
"group_1772","","hypothetical protein","1","1","1","77","13","305","3","","581","581","581","","MDIKJABB_05092"
"ccdA","","Antitoxin CcdA","1","1","1","77","14","305","4","","218","218","218","","MDIKJABB_05093"
"ccdB","","Toxin CcdB","1","1","1","77","15","305","5","","305","305","305","","MDIKJABB_05094"
"group_1775","","hypothetical protein","1","1","1","77","16","305","6","","401","401","401","","MDIKJABB_05095"
"group_1776","","hypothetical protein","1","1","1","77","17","305","7","","323","323","323","","MDIKJABB_05096"
"group_1777","","hypothetical protein","1","1","1","77","18","305","25","","1016","1016","1016","","MDIKJABB_05097"
"xerC_8","","Tyrosine recombinase XerC","1","1","1","77","19","305","24","","794","794","794","","MDIKJABB_05098"
"group_1779","","hypothetical protein","1","1","1","77","20","305","23","","626","626","626","","MDIKJABB_05099"
"repA_2","","Replication protein RepA","1","1","1","77","21","305","22","","875","875","875","","MDIKJABB_05100"
"umuC_3","","Protein UmuC","1","1","1","77","22","305","21","","1271","1271","1271","","MDIKJABB_05101"
"group_1782","umuD_3","Protein UmuD","1","1","1","77","23","305","20","","431","431","431","","MDIKJABB_05102"
"parM_2","","Plasmid segregation protein ParM","1","1","1","77","24","305","19","","971","971","971","","MDIKJABB_05103"
"group_1784","","hypothetical protein","1","1","1","77","25","305","18","","671","671","671","","MDIKJABB_05104"
"group_1785","","hypothetical protein","1","1","1","77","10","305","17","","230","230","230","","MDIKJABB_05105"
"yhdJ","","DNA adenine methyltransferase YhdJ","1","1","1","77","9","305","16","","701","701","701","","MDIKJABB_05106"
"group_1787","","hypothetical protein","1","1","1","77","8","305","15","","221","221","221","","MDIKJABB_05107"
"group_1788","","hypothetical protein","1","1","1","77","7","305","14","","419","419","419","","MDIKJABB_05108"
"group_1789","","hypothetical protein","1","1","1","77","6","305","13","","764","764","764","","MDIKJABB_05109"
"klcA_4","","Antirestriction protein KlcA","1","1","1","77","5","305","12","","428","428","428","","MDIKJABB_05110"
"group_1791","","hypothetical protein","1","1","1","77","4","305","11","","506","506","506","","MDIKJABB_05111"
"group_1792","","hypothetical protein","1","1","1","77","3","305","10","","191","191","191","","MDIKJABB_05112"
"group_1793","","hypothetical protein","1","1","1","77","2","305","9","","134","134","134","","MDIKJABB_05113"
"group_1794","","hypothetical protein","1","1","1","77","1","305","8","","320","320","320","","MDIKJABB_05114"
"mshA_1","","D-inositol-3-phosphate glycosyltransferase","1","1","1","95","1816","158","2","","1157","1157","1157","","MDIKJABB_05115"
"mshA_2","","D-inositol-3-phosphate glycosyltransferase","1","1","1","95","1817","158","1","","1115","1115","1115","","MDIKJABB_05116"
"group_1797","","hypothetical protein","1","1","1","91","14","275","4","","998","998","998","","MDIKJABB_05167"
"group_1798","","hypothetical protein","1","1","1","91","15","275","5","","275","275","275","","MDIKJABB_05168"
"group_1799","","hypothetical protein","1","1","1","91","16","275","6","","1388","1388","1388","","MDIKJABB_05169"
"group_18","yajO_5","1-deoxyxylulose-5-phosphate synthase YajO","1","1","1","94","67","38","1","","470","470","470","","MDIKJABB_05161"
"moaA_2","","GTP 3',8-cyclase","1","1","1","91","17","275","7","","1112","1112","1112","","MDIKJABB_05170"
"group_1801","","hypothetical protein","1","1","1","91","18","275","8","","671","671","671","","MDIKJABB_05171"
"group_1802","","hypothetical protein","1","1","1","91","19","275","9","","1649","1649","1649","","MDIKJABB_05172"
"group_1803","","hypothetical protein","1","1","1","91","20","275","10","","1133","1133","1133","","MDIKJABB_05173"
"group_1804","","hypothetical protein","1","1","1","91","21","275","3","","1229","1229","1229","","MDIKJABB_05174"
"group_1805","","hypothetical protein","1","1","1","91","22","275","2","","263","263","263","","MDIKJABB_05175"
"group_1806","","hypothetical protein","1","1","1","91","23","275","1","","869","869","869","","MDIKJABB_05176"
"group_1807","","hypothetical protein","1","1","1","85","14","250","1","","272","272","272","","MDIKJABB_05205"
"group_1808","","hypothetical protein","1","1","1","85","15","250","2","","1187","1187","1187","","MDIKJABB_05206"
"group_1809","","hypothetical protein","1","1","1","85","16","250","3","","344","344","344","","MDIKJABB_05207"
"group_1810","","hypothetical protein","1","1","1","85","17","250","4","","158","158","158","","MDIKJABB_05208"
"group_1811","","hypothetical protein","1","1","1","85","18","250","6","","584","584","584","","MDIKJABB_05209"
"group_1812","","hypothetical protein","1","1","1","85","19","250","5","","545","545","545","","MDIKJABB_05210"
"group_1813","","hypothetical protein","1","1","1","85","77","85","1","","248","248","248","","MDIKJABB_05215"
"group_1814","","hypothetical protein","1","1","1","85","21","","","","323","323","323","","MDIKJABB_05227"
"group_1815","","hypothetical protein","1","1","1","95","1828","69","1","","599","599","599","","MDIKJABB_05242"
"group_1816","","hypothetical protein","1","1","1","95","1476","220","1","","794","794","794","","MDIKJABB_05248"
"btuD_9","","Vitamin B12 import ATP-binding protein BtuD","1","1","1","95","1475","220","4","","1214","1214","1214","","MDIKJABB_05249"
"group_1818","","hypothetical protein","1","1","1","95","1474","220","3","","1277","1277","1277","","MDIKJABB_05250"
"group_1819","","hypothetical protein","1","1","1","95","1473","220","2","","434","434","434","","MDIKJABB_05251"
"group_1820","","hypothetical protein","1","1","1","95","386","204","1","","128","128","128","","MDIKJABB_05257"
"group_1821","","hypothetical protein","1","1","1","95","385","204","2","","236","236","236","","MDIKJABB_05258"
"group_1822","","hypothetical protein","1","1","1","95","387","204","3","","692","692","692","","MDIKJABB_05259"
"fliY_6","","L-cystine-binding protein FliY","1","1","1","95","369","123","2","","830","830","830","","MDIKJABB_05280"
"novR","","Decarboxylase NovR","1","1","1","95","370","123","1","","731","731","731","","MDIKJABB_05281"
"group_1825","","hypothetical protein","1","1","1","95","2","122","2","","380","380","380","","MDIKJABB_05292"
"group_1826","","hypothetical protein","1","1","1","95","1","122","1","","275","275","275","","MDIKJABB_05293"
"aacA4","","Aminoglycoside N(6')-acetyltransferase type 1","1","1","1","76","15","198","1","","599","599","599","","MDIKJABB_05310"
"ecoRIIR","","Type-2 restriction enzyme EcoRII","1","1","1","76","17","198","2","","341","341","341","","MDIKJABB_05312"
"hin_4","","DNA-invertase hin","1","1","1","76","7","200","3","","560","560","560","","MDIKJABB_05316"
"group_1830","","Tn3 family transposase TnAs3","1","1","1","76","6","200","2","","2966","2966","2966","","MDIKJABB_05317"
"group_1831","","hypothetical protein","1","1","1","76","5","200","1","","260","260","260","","MDIKJABB_05318"
"group_1832","","hypothetical protein","1","1","1","87","93","203","1","","2321","2321","2321","","MDIKJABB_05332"
"imm","","Colicin-E9 immunity protein","1","1","1","87","94","203","2","","257","257","257","","MDIKJABB_05333"
"clsB_2","","Cardiolipin synthase B","1","1","1","87","95","203","3","","518","518","518","","MDIKJABB_05334"
"group_1835","","IS3 family transposase ISEhe3","1","1","1","87","91","235","2","","812","812","812","","MDIKJABB_05337"
"group_1836","","hypothetical protein","1","1","1","87","90","235","3","","278","278","278","","MDIKJABB_05338"
"group_1837","","hypothetical protein","1","1","1","87","89","235","4","","1118","1118","1118","","MDIKJABB_05339"
"cscB_2","","Sucrose permease","1","1","1","87","88","235","5","","1259","1259","1259","","MDIKJABB_05340"
"group_1839","","IS1 family transposase ISPmi3","1","1","1","87","87","235","1","","275","275","275","","MDIKJABB_05341"
"group_1840","","hypothetical protein","1","1","1","74","12","288","1","","239","239","239","","MDIKJABB_05342"
"group_1841","","hypothetical protein","1","1","1","74","13","288","2","","317","317","317","","MDIKJABB_05343"
"group_1842","","hypothetical protein","1","1","1","74","11","288","3","","197","197","197","","MDIKJABB_05344"
"group_1843","","hypothetical protein","1","1","1","74","10","288","4","","332","332","332","","MDIKJABB_05345"
"group_1844","","hypothetical protein","1","1","1","74","9","288","5","","539","539","539","","MDIKJABB_05346"
"group_1845","","hypothetical protein","1","1","1","74","8","288","6","","365","365","365","","MDIKJABB_05347"
"group_1846","","hypothetical protein","1","1","1","74","7","288","7","","491","491","491","","MDIKJABB_05348"
"group_1847","","hypothetical protein","1","1","1","74","6","288","8","","353","353","353","","MDIKJABB_05349"
"group_1848","","hypothetical protein","1","1","1","74","5","288","9","","263","263","263","","MDIKJABB_05350"
"group_1849","","hypothetical protein","1","1","1","74","4","288","10","","2423","2423","2423","","MDIKJABB_05351"
"group_1850","","hypothetical protein","1","1","1","74","3","288","11","","482","482","482","","MDIKJABB_05352"
"group_1851","","hypothetical protein","1","1","1","74","2","288","13","","380","380","380","","MDIKJABB_05353"
"group_1852","","hypothetical protein","1","1","1","74","1","288","12","","3068","3068","3068","","MDIKJABB_05354"
"group_1853","","hypothetical protein","1","1","1","71","5","268","1","","473","473","473","","MDIKJABB_05355"
"group_1854","","hypothetical protein","1","1","1","71","6","268","8","","2570","2570","2570","","MDIKJABB_05356"
"group_1855","","hypothetical protein","1","1","1","71","7","268","7","","476","476","476","","MDIKJABB_05357"
